Sn,Task Name,Activity Type,Planned Start,Planned Finish
393,Engineering,ENG,2022-10-27,2023-07-05
394,Manufacturing,MFG,2023-04-17,2023-11-02
395,Dispatch,DIS,2023-11-03,2024-01-31
396,SIDE BRACING-TIER-1 (PGMA-35521),SUP,2022-10-27,2024-01-31
397,Engineering,ENG,2022-10-27,2023-07-05
398,Manufacturing,MFG,2023-04-17,2023-11-02
399,Dispatch,DIS,2023-11-03,2024-01-31
400,SIDE BRACING-TIER-2 (PGMA-35522),SUP,2022-10-27,2024-01-31
401,Engineering,ENG,2022-10-27,2023-07-05
402,Manufacturing,MFG,2023-04-17,2023-11-02
403,Dispatch,DIS,2023-11-03,2024-01-31
404,SIDE BRACING-TIER-3 (PGMA-35523),SUP,2022-10-27,2024-01-31
405,Engineering,ENG,2022-10-27,2023-07-05
406,Manufacturing,MFG,2023-04-17,2023-11-02
407,Dispatch,DIS,2023-11-03,2024-01-31
408,REAR BRACING-TIER-1 (PGMA-35531),SUP,2022-10-27,2024-01-31
409,Engineering,ENG,2022-10-27,2023-07-05
410,Manufacturing,MFG,2023-04-17,2023-11-02
411,Dispatch,DIS,2023-11-03,2024-01-31
412,REAR BRACING-TIER-2 (PGMA-35532),SUP,2022-10-27,2024-01-31
413,Engineering,ENG,2022-10-27,2023-07-05
414,Manufacturing,MFG,2023-04-17,2023-11-02
415,Dispatch,DIS,2023-11-03,2024-01-31
416,REAR BRACING-TIER-3 (PGMA-35533),SUP,2022-10-27,2024-01-31
417,Engineering,ENG,2022-10-27,2023-07-05
418,Manufacturing,MFG,2023-04-17,2023-11-02
419,Dispatch,DIS,2023-11-03,2024-01-31
420,HSFG FASTENERS FOR PG 35 (PGMA-35700),SUP,2022-10-27,2024-01-31
421,Engineering,ENG,2022-10-27,2023-07-05
422,Manufacturing,MFG,2023-04-17,2023-11-02
423,Dispatch,DIS,2023-11-03,2024-01-31
424,FLOOR GRILLS AND GUARD PLATE (PGMA-35811),SUP,2022-10-27,2024-01-31
425,Engineering,ENG,2022-10-27,2023-07-05
426,Manufacturing,MFG,2023-04-17,2023-11-02
427,Dispatch,DIS,2023-11-03,2024-01-31
428,STAIRS-LOWER (PGMA-35821),SUP,2022-10-27,2024-01-31
429,Engineering,ENG,2022-10-27,2023-07-05
430,Manufacturing,MFG,2023-04-17,2023-11-02
431,Dispatch,DIS,2023-11-03,2024-01-31
432,STAIRS-MIDDLE (PGMA-35822),SUP,2022-10-27,2024-01-31
433,Engineering,ENG,2022-10-27,2023-07-05
434,Manufacturing,MFG,2023-04-17,2023-11-02
435,Dispatch,DIS,2023-11-03,2024-01-31
436,STAIRS-UPPER (PGMA-35823),SUP,2022-10-27,2024-03-09
437,Engineering,ENG,2022-10-27,2023-07-03
438,Manufacturing,MFG,2023-04-15,2024-02-08
439,Dispatch,DIS,2024-02-09,2024-03-09
440,HAND RAILS & POSTS (PGMA-35851),SUP,2022-10-27,2024-03-11
441,Engineering,ENG,2022-10-27,2023-07-03
442,Manufacturing,MFG,2023-04-17,2024-02-10
443,Dispatch,DIS,2024-02-11,2024-03-11
444,CONSUMABLES &Erection MATERIALS (PGMA-35993),SUP,2022-10-27,2023-07-27
445,Engineering,ENG,2022-10-27,2023-05-08
446,Manufacturing,MFG,2023-02-18,2023-06-27
447,Dispatch,DIS,2023-06-28,2023-07-27
448,CHUTE PIPE AND LADDERS (PGMA-35995),SUP,2022-10-27,2023-07-27
449,Engineering,ENG,2022-10-27,2023-05-08
450,Manufacturing,MFG,2023-02-18,2023-06-27
451,Dispatch,DIS,2023-06-28,2023-07-27
452,Galleries & Stairways (PG-36),SUP,2022-12-26,2025-03-04
453,COLUMNS NEAR AIR PRE HEATERS (PGMA-36110),SUP,2022-12-26,2023-11-27
454,Engineering,ENG,2022-12-26,2023-05-26
455,Manufacturing,MFG,2023-04-27,2023-10-28
456,Dispatch,DIS,2023-10-29,2023-11-27
457,MIDDLE COLUMNS IN BOILER (PGMA-36130),SUP,2022-12-26,2023-11-27
458,Engineering,ENG,2022-12-26,2023-05-26
459,Manufacturing,MFG,2023-04-27,2023-10-28
460,Dispatch,DIS,2023-10-29,2023-11-27
461,BEAMS & BRACINGS NEAR AIR PRE HEATER (PGMA-36150),SUP,2022-12-26,2023-11-27
462,Engineering,ENG,2022-12-26,2023-05-26
463,Manufacturing,MFG,2023-04-27,2023-10-28
464,Dispatch,DIS,2023-10-29,2023-11-27
465,MAIN FLOOR I MBL 1ST PASS (PGMA-36311),SUP,2023-01-25,2024-03-29
466,Engineering,ENG,2023-01-25,2023-09-05
467,Manufacturing,MFG,2023-08-07,2024-02-28
468,Dispatch,DIS,2024-02-29,2024-03-29
469,MAIN FLOOR I MBL 2ND PASS (PGMA-36312),SUP,2023-01-25,2024-03-29
470,Engineering,ENG,2023-01-25,2023-09-05
471,Manufacturing,MFG,2023-08-07,2024-02-28
472,Dispatch,DIS,2024-02-29,2024-03-29
473,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36313),SUP,2023-01-25,2024-03-29
474,Engineering,ENG,2023-01-25,2023-09-05
475,Manufacturing,MFG,2023-08-07,2024-02-28
476,Dispatch,DIS,2024-02-29,2024-03-29
477,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36314),SUP,2023-01-25,2024-03-29
478,Engineering,ENG,2023-01-25,2023-09-05
479,Manufacturing,MFG,2023-08-07,2024-02-28
480,Dispatch,DIS,2024-02-29,2024-03-29
481,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36315),SUP,2023-01-25,2024-03-29
482,Engineering,ENG,2023-01-25,2023-09-05
483,Manufacturing,MFG,2023-08-07,2024-02-28
484,Dispatch,DIS,2024-02-29,2024-03-29
485,NON-MBL FLOOR BETWEEN MBL I&II (PGMA-36316),SUP,2023-01-25,2024-03-29
486,Engineering,ENG,2023-01-25,2023-09-05
487,Manufacturing,MFG,2023-08-07,2024-02-28
488,Dispatch,DIS,2024-02-29,2024-03-29
489,MAIN FLOOR II MBL IST PASS (PGMA-36321),SUP,2023-01-25,2024-03-29
490,Engineering,ENG,2023-01-25,2023-09-05
491,Manufacturing,MFG,2023-08-07,2024-02-28
492,Dispatch,DIS,2024-02-29,2024-03-29
493,MAIN FLOOR II MBL 2ND PASS (PGMA-36322),SUP,2022-12-26,2024-02-28
494,Engineering,ENG,2022-12-26,2023-08-06
495,Manufacturing,MFG,2023-07-08,2024-01-29
496,Dispatch,DIS,2024-01-30,2024-02-28
497,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36323),SUP,2023-01-25,2024-09-15
498,Engineering,ENG,2023-01-25,2023-11-20
499,Manufacturing,MFG,2023-10-22,2024-08-16
500,Dispatch,DIS,2024-08-17,2024-09-15
501,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36324),SUP,2023-01-25,2024-02-27
502,Engineering,ENG,2023-01-25,2023-08-14
503,Manufacturing,MFG,2023-07-16,2024-01-28
504,Dispatch,DIS,2024-01-29,2024-02-27
505,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36325),SUP,2023-01-25,2024-02-27
506,Engineering,ENG,2023-01-25,2023-08-14
507,Manufacturing,MFG,2023-07-16,2024-01-28
508,Dispatch,DIS,2024-01-29,2024-02-27
509,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36326),SUP,2023-01-25,2024-02-27
510,Engineering,ENG,2023-01-25,2023-08-14
511,Manufacturing,MFG,2023-07-16,2024-01-28
512,Dispatch,DIS,2024-01-29,2024-02-27
513,NON-MBL FLOOR BETWEEN MBL II&III (PGMA-36327),SUP,2023-01-25,2024-02-27
514,Engineering,ENG,2023-01-25,2023-08-14
515,Manufacturing,MFG,2023-07-16,2024-01-28
516,Dispatch,DIS,2024-01-29,2024-02-27
517,MAIN FLOOR III MBL 1ST PASS (PGMA-36331),SUP,2023-01-25,2024-02-27
518,Engineering,ENG,2023-01-25,2023-08-14
519,Manufacturing,MFG,2023-07-16,2024-01-28
520,Dispatch,DIS,2024-01-29,2024-02-27
521,MAIN FLOOR III MBL 2ND PASS (PGMA-36332),SUP,2023-01-25,2024-02-27
522,Engineering,ENG,2023-01-25,2023-08-14
523,Manufacturing,MFG,2023-07-16,2024-01-28
524,Dispatch,DIS,2024-01-29,2024-02-27
525,NON-MBL FLOOR BETWEEN MBL III & IV (PGMA-36333),SUP,2023-01-25,2024-02-27
526,Engineering,ENG,2023-01-25,2023-08-14
527,Manufacturing,MFG,2023-07-16,2024-01-28
528,Dispatch,DIS,2024-01-29,2024-02-27
529,NON-MBL FLOOR BETWEEN MBL III & IV (PGMA-36334),SUP,2023-01-25,2024-02-27
530,Engineering,ENG,2023-01-25,2023-08-14
531,Manufacturing,MFG,2023-07-16,2024-01-28
532,Dispatch,DIS,2024-01-29,2024-02-27
533,NON-MBL FLOOR BETWEEN MBL III & IV (PGMA-36335),SUP,2023-01-25,2024-02-27
534,Engineering,ENG,2023-01-25,2023-08-14
535,Manufacturing,MFG,2023-07-16,2024-01-28
536,Dispatch,DIS,2024-01-29,2024-02-27
537,FLOOR IN II PASS (PGMA-36336),SUP,2023-01-25,2024-02-27
538,Engineering,ENG,2023-01-25,2023-08-14
539,Manufacturing,MFG,2023-07-16,2024-01-28
540,Dispatch,DIS,2024-01-29,2024-02-27
541,FLOOR IN I PASS (PGMA-36337),SUP,2023-01-25,2024-02-27
542,Engineering,ENG,2023-01-25,2023-08-14
543,Manufacturing,MFG,2023-07-16,2024-01-28
544,Dispatch,DIS,2024-01-29,2024-02-27
545,FLOOR IN II PASS (PGMA-36338),SUP,2023-01-25,2024-02-27
546,Engineering,ENG,2023-01-25,2023-08-14
547,Manufacturing,MFG,2023-07-16,2024-01-28
548,Dispatch,DIS,2024-01-29,2024-02-27
549,MAIN FLOOR IV MBL 1ST PASS (PGMA-36341),SUP,2023-01-25,2024-01-27
550,Engineering,ENG,2023-01-25,2023-08-04
551,Manufacturing,MFG,2023-07-06,2023-12-28
552,Dispatch,DIS,2023-12-29,2024-01-27
553,MAIN FLOOR IV MBL 2ND PASS (PGMA-36342),SUP,2023-01-25,2024-01-27
554,Engineering,ENG,2023-01-25,2023-08-04
555,Manufacturing,MFG,2023-07-06,2023-12-28
556,Dispatch,DIS,2023-12-29,2024-01-27
557,NON-MBL FLOOR BETWEEN MBL IV &V (PGMA-36343),SUP,2023-01-25,2024-01-27
558,Engineering,ENG,2023-01-25,2023-08-04
559,Manufacturing,MFG,2023-07-06,2023-12-28
560,Dispatch,DIS,2023-12-29,2024-01-27
561,NON-MBL FLOOR BETWEEN MBL IV &V (PGMA-36344),SUP,2023-01-25,2024-01-27
562,Engineering,ENG,2023-01-25,2023-08-04
563,Manufacturing,MFG,2023-07-06,2023-12-28
564,Dispatch,DIS,2023-12-29,2024-01-27
565,NON-MBL FLOOR BETWEEN MBL IV &V (PGMA-36345),SUP,2023-01-25,2024-01-27
566,Engineering,ENG,2023-01-25,2023-08-04
567,Manufacturing,MFG,2023-07-06,2023-12-28
568,Dispatch,DIS,2023-12-29,2024-01-27
569,MAIN FLOOR V MBL I ST PASS (PGMA-36351),SUP,2022-12-26,2023-12-28
570,Engineering,ENG,2022-12-26,2023-07-05
571,Manufacturing,MFG,2023-06-06,2023-11-28
572,Dispatch,DIS,2023-11-29,2023-12-28
573,MAIN FLOOR V MBL II ND PASS (PGMA-36352),SUP,2022-12-26,2023-12-28
574,Engineering,ENG,2022-12-26,2023-07-05
575,Manufacturing,MFG,2023-06-06,2023-11-28
576,Dispatch,DIS,2023-11-29,2023-12-28
577,NON-MBL FLOOR BETWEEN MBL V &VI (PGMA-36353),SUP,2022-12-26,2025-03-04
578,Engineering,ENG,2022-12-26,2024-01-29
579,Manufacturing,MFG,2023-12-31,2025-02-02
580,Dispatch,DIS,2025-02-03,2025-03-04
581,NON-MBL FLOOR BETWEEN MBL V &VI (PGMA-36354),SUP,2022-12-26,2025-03-04
582,Engineering,ENG,2022-12-26,2024-01-29
583,Manufacturing,MFG,2023-12-31,2025-02-02
584,Dispatch,DIS,2025-02-03,2025-03-04
585,NON-MBL FLOOR BETWEEN MBL V &VI (PGMA-36355),SUP,2022-12-26,2025-03-04
586,Engineering,ENG,2022-12-26,2024-01-29
587,Manufacturing,MFG,2023-12-31,2025-02-02
588,Dispatch,DIS,2025-02-03,2025-03-04
589,MAIN FLOOR VI MBL 1ST PASS (PGMA-36361),SUP,2022-12-26,2025-03-04
590,Engineering,ENG,2022-12-26,2024-01-29
591,Manufacturing,MFG,2023-12-31,2025-02-02
592,Dispatch,DIS,2025-02-03,2025-03-04
593,MAIN FLOOR VI MBL 2ND PASS (PGMA-36362),SUP,2022-12-26,2025-03-04
594,Engineering,ENG,2022-12-26,2024-01-29
595,Manufacturing,MFG,2023-12-31,2025-02-02
596,Dispatch,DIS,2025-02-03,2025-03-04
597,NON-MBL FLOOR ABOVE MBL VI (PGMA-36363),SUP,2022-12-26,2025-03-04
598,Engineering,ENG,2022-12-26,2024-01-29
599,Manufacturing,MFG,2023-12-31,2025-02-02
600,Dispatch,DIS,2025-02-03,2025-03-04
601,MISCELLANEOUS PLATFORMS-PART I (PGMA-36391),SUP,2023-01-25,2024-03-29
602,Engineering,ENG,2023-01-25,2023-08-17
603,Manufacturing,MFG,2023-07-19,2024-02-28
604,Dispatch,DIS,2024-02-29,2024-03-29
605,MISCELLANEOUS PLATFORMS-PART II (PGMA-36392),SUP,2023-01-25,2024-03-29
606,Engineering,ENG,2023-01-25,2023-08-17
607,Manufacturing,MFG,2023-07-19,2024-02-28
608,Dispatch,DIS,2024-02-29,2024-03-29
609,MISCELLANEOUS PLATFORMS-PART III (PGMA-36393),SUP,2023-01-25,2024-03-29
610,Engineering,ENG,2023-01-25,2023-08-17
611,Manufacturing,MFG,2023-07-19,2024-02-28
612,Dispatch,DIS,2024-02-29,2024-03-29
613,MISCELLANEOUS PLATFORMS-PART IV (PGMA-36394),SUP,2023-01-25,2024-03-29
614,Engineering,ENG,2023-01-25,2023-08-17
615,Manufacturing,MFG,2023-07-19,2024-02-28
616,Dispatch,DIS,2024-02-29,2024-03-29
617,MISCELLANEOUS PLATFORMS-PART V (PGMA-36395),SUP,2023-01-25,2024-03-29
618,Engineering,ENG,2023-01-25,2023-08-17
619,Manufacturing,MFG,2023-07-19,2024-02-28
620,Dispatch,DIS,2024-02-29,2024-03-29
621,BOILER ROOF STRUCTURE (PGMA-36610),SUP,2022-12-26,2023-12-28
622,Engineering,ENG,2022-12-26,2023-07-05
623,Manufacturing,MFG,2023-06-06,2023-11-28
624,Dispatch,DIS,2023-11-29,2023-12-28
625,BOILER ROOF SHEETING (PGMA-36611),SUP,2022-12-26,2023-12-28
626,Engineering,ENG,2022-12-26,2023-07-05
627,Manufacturing,MFG,2023-06-06,2023-11-28
628,Dispatch,DIS,2023-11-29,2023-12-28
629,RAIN WATER PIPES & GUTTER (PGMA-36613),SUP,2023-01-25,2024-02-27
630,Engineering,ENG,2023-01-25,2023-08-14
631,Manufacturing,MFG,2023-07-16,2024-01-28
632,Dispatch,DIS,2024-01-29,2024-02-27
633,BOILER SIDE CLADDING STRUCTURE (PGMA-36620),SUP,2023-01-25,2024-03-29
634,Engineering,ENG,2023-01-25,2023-08-17
635,Manufacturing,MFG,2023-07-19,2024-02-28
636,Dispatch,DIS,2024-02-29,2024-03-29
637,BOILER SIDE CLADDING STRUCTURE (PGMA-36621),SUP,2023-01-25,2024-03-29
638,Engineering,ENG,2023-01-25,2023-08-17
639,Manufacturing,MFG,2023-07-19,2024-02-28
640,Dispatch,DIS,2024-02-29,2024-03-29
641,POSTS AND HANGERS (PGMA-36740),SUP,2023-01-25,2024-04-28
642,Engineering,ENG,2023-01-25,2023-09-05
643,Manufacturing,MFG,2023-09-06,2024-03-29
644,Dispatch,DIS,2024-03-30,2024-04-28
645,FLOOR GRILLS AND GUARD PLATES-LOWER (PGMA-36811),SUP,2023-01-25,2024-04-28
646,Engineering,ENG,2023-01-25,2023-09-05
647,Manufacturing,MFG,2023-09-06,2024-03-29
648,Dispatch,DIS,2024-03-30,2024-04-28
649,FLOOR GRILLS&GUARD PLATE MIDDLE (PGMA-36812),SUP,2023-07-24,2024-09-25
650,Engineering,ENG,2023-07-24,2024-02-10
651,Manufacturing,MFG,2024-02-11,2024-08-26
652,Dispatch,DIS,2024-08-27,2024-09-25
653,FLOOR GRILLS&GUARD PLATES- UPPER (PGMA-36813),SUP,2023-01-25,2024-02-26
654,Engineering,ENG,2023-01-25,2023-08-04
655,Manufacturing,MFG,2023-08-05,2024-01-27
656,Dispatch,DIS,2024-01-28,2024-02-26
657,FLOOR GRILLS&GUARD PLATE MISCELLANEOUS (PGMA-36814),SUP,2022-12-26,2023-12-27
658,Engineering,ENG,2022-12-26,2023-05-26
659,Manufacturing,MFG,2023-05-27,2023-11-27
660,Dispatch,DIS,2023-11-28,2023-12-27
661,STAIRS AND LADDERS (PGMA-36820),SUP,2022-12-26,2023-12-27
662,Engineering,ENG,2022-12-26,2023-05-26
663,Manufacturing,MFG,2023-05-27,2023-11-27
664,Dispatch,DIS,2023-11-28,2023-12-27
665,HAND RAILS &POSTS LOWER (PGMA-36851),SUP,2023-01-25,2024-04-28
666,Engineering,ENG,2023-01-25,2023-09-05
667,Manufacturing,MFG,2023-09-06,2024-03-29
668,Dispatch,DIS,2024-03-30,2024-04-28
669,HANDRAILS & POSTS MIDDLE (PGMA-36852),SUP,2023-01-25,2024-02-26
670,Engineering,ENG,2023-01-25,2023-08-04
671,Manufacturing,MFG,2023-08-05,2024-01-27
672,Dispatch,DIS,2024-01-28,2024-02-26
673,HANDRAILS & POSTS UPPER (PGMA-36853),SUP,2022-12-26,2023-12-27
674,Engineering,ENG,2022-12-26,2023-05-26
675,Manufacturing,MFG,2023-05-27,2023-11-27
676,Dispatch,DIS,2023-11-28,2023-12-27
677,CONSUMABLES &Erection MATERIALS (PGMA-36993),SUP,2022-12-26,2023-12-27
678,Engineering,ENG,2022-12-26,2023-05-26
679,Manufacturing,MFG,2023-05-27,2023-11-27
680,Dispatch,DIS,2023-11-28,2023-12-27
681,Inter - Connecting Walkways (PG-38),SUP,2022-09-27,2025-05-30
682,LIFT COLUMNS (PGMA-38110),SUP,2022-09-27,2023-06-29
683,Engineering,ENG,2022-09-27,2023-04-08
684,Manufacturing,MFG,2023-01-21,2023-05-30
685,Dispatch,DIS,2023-05-31,2023-06-29
686,INTER CONN PLATFORMSBETN BOILER/ELEVAT (PGMA-38210),SUP,2023-06-12,2024-12-28
687,Engineering,ENG,2023-06-12,2024-02-28
688,Manufacturing,MFG,2024-02-29,2024-11-28
689,Dispatch,DIS,2024-11-29,2024-12-28
690,MILL HANDLING MONORAILS (PGMA-38299),SUP,2023-06-12,2025-01-17
691,Engineering,ENG,2023-06-12,2024-03-07
692,Manufacturing,MFG,2024-03-08,2024-12-18
693,Dispatch,DIS,2024-12-19,2025-01-17
694,CONN PLATFORMS TO MILL/DEAERATOR BAY (PGMA-38310),SUP,2023-06-12,2024-12-28
695,Engineering,ENG,2023-06-12,2024-02-28
696,Manufacturing,MFG,2024-02-29,2024-11-28
697,Dispatch,DIS,2024-11-29,2024-12-28
698,ECO HANDLING STRUCTURE (PGMA-38381),SUP,2023-03-23,2024-10-28
699,Engineering,ENG,2023-03-23,2023-12-17
700,Manufacturing,MFG,2023-12-18,2024-09-28
701,Dispatch,DIS,2024-09-29,2024-10-28
702,MILL MAINTANANCE PLATFORMS (PGMA-38410),SUP,2023-05-18,2024-11-27
703,Engineering,ENG,2023-05-18,2024-02-03
704,Manufacturing,MFG,2024-02-04,2024-10-28
705,Dispatch,DIS,2024-10-29,2024-11-27
706,LIFT BEAMS & BRACINGS (PGMA-38510),SUP,2023-05-18,2024-10-28
707,Engineering,ENG,2023-05-18,2024-01-17
708,Manufacturing,MFG,2024-01-18,2024-09-28
709,Dispatch,DIS,2024-09-29,2024-10-28
710,PASSENGER ELEVATOR BRACINGS-MIDDLE (PGMA-38512),SUP,2023-05-18,2024-10-28
711,Engineering,ENG,2023-05-18,2024-01-17
712,Manufacturing,MFG,2024-01-18,2024-09-28
713,Dispatch,DIS,2024-09-29,2024-10-28
714,ELEVATOR CLADDING STRUCTURE (PGMA-38610),SUP,2023-07-02,2025-01-27
715,Engineering,ENG,2023-07-02,2024-03-22
716,Manufacturing,MFG,2024-03-23,2024-12-28
717,Dispatch,DIS,2024-12-29,2025-01-27
718,ELEVATOR CLADDING (PGMA-38611),SUP,2023-07-02,2025-01-27
719,Engineering,ENG,2023-07-02,2024-03-22
720,Manufacturing,MFG,2024-03-23,2024-12-28
721,Dispatch,DIS,2024-12-29,2025-01-27
722,CONN PLATFORM ROOF STRUCTURE (PGMA-38612),SUP,2023-07-02,2025-01-27
723,Engineering,ENG,2023-07-02,2024-03-22
724,Manufacturing,MFG,2024-03-23,2024-12-28
725,Dispatch,DIS,2024-12-29,2025-01-27
726,LIFT MACHINE ROOM DETAILS &MISC STRUCT (PGMA-38710),SUP,2023-05-18,2024-11-27
727,Engineering,ENG,2023-05-18,2024-02-03
728,Manufacturing,MFG,2024-02-04,2024-10-28
729,Dispatch,DIS,2024-10-29,2024-11-27
730,ELEVATOR CLADDING STRUCTURES (PGMA-38712),SUP,2023-05-18,2024-11-27
731,Engineering,ENG,2023-05-18,2024-02-03
732,Manufacturing,MFG,2024-02-04,2024-10-28
733,Dispatch,DIS,2024-10-29,2024-11-27
734,FLOORGRILLS AND GUARD PLATE (PGMA-38810),SUP,2023-05-18,2024-11-27
735,Engineering,ENG,2023-05-18,2024-02-03
736,Manufacturing,MFG,2024-02-04,2024-10-28
737,Dispatch,DIS,2024-10-29,2024-11-27
738,STAIRS AND LADDERS (PGMA-38820),SUP,2023-05-18,2025-02-14
739,Engineering,ENG,2023-05-18,2024-03-14
740,Manufacturing,MFG,2024-03-15,2025-01-15
741,Dispatch,DIS,2025-01-16,2025-02-14
742,HAND RAILS AND HAND RAIL POSTS (PGMA-38850),SUP,2023-05-18,2024-11-27
743,Engineering,ENG,2023-05-18,2024-02-03
744,Manufacturing,MFG,2024-02-04,2024-10-28
745,Dispatch,DIS,2024-10-29,2024-11-27
746,CONSUMABLES &Erection MATERIALS (PGMA-38993),SUP,2023-08-31,2025-05-30
747,Engineering,ENG,2023-08-31,2024-06-27
748,Manufacturing,MFG,2024-06-28,2025-04-30
749,Dispatch,DIS,2025-05-01,2025-05-30
750,Coal bunker Bay Structures (PG-34),SUP,2022-10-27,2024-01-25
751,FOUN.MATLS FOR BUNKER COLOMNS (PGMA-34010),SUP,2022-10-27,2023-05-28
752,Engineering,ENG,2022-10-27,2023-01-19
753,Manufacturing,MFG,2022-12-21,2023-03-28
754,Dispatch,DIS,2023-03-29,2023-05-28
755,BUNKER COLUMNS (PGMA-34100),SUP,2022-10-27,2023-09-10
756,Engineering,ENG,2022-10-27,2023-05-08
757,Manufacturing,MFG,2023-02-18,2023-06-27
758,Dispatch,DIS,2023-06-28,2023-09-10
759,BUNKER SUPPORT FRAMES (PGMA-34200),SUP,2022-10-27,2023-09-27
760,Engineering,ENG,2022-10-27,2023-03-27
761,Manufacturing,MFG,2023-02-26,2023-08-28
762,Dispatch,DIS,2023-08-29,2023-09-27
763,PLATFORMS (PGMA-34300),SUP,2023-02-24,2024-01-25
764,Engineering,ENG,2023-02-24,2023-07-25
765,Manufacturing,MFG,2023-06-26,2023-12-26
766,Dispatch,DIS,2023-12-27,2024-01-25
767,BUNKER BAY FLOOR BEAMS (PGMA-34390),SUP,2023-02-24,2024-01-25
768,Engineering,ENG,2023-02-24,2023-07-25
769,Manufacturing,MFG,2023-06-26,2023-12-26
770,Dispatch,DIS,2023-12-27,2024-01-25
771,HORIZONTAL BEAMS BETWEEN COLUMNS (PGMA-34400),SUP,2022-12-26,2023-11-26
772,Engineering,ENG,2022-12-26,2023-05-26
773,Manufacturing,MFG,2023-04-27,2023-10-27
774,Dispatch,DIS,2023-10-28,2023-11-26
775,VERTICAL BRACINGS (PGMA-34500),SUP,2022-12-26,2023-11-26
776,Engineering,ENG,2022-12-26,2023-05-26
777,Manufacturing,MFG,2023-04-27,2023-10-27
778,Dispatch,DIS,2023-10-28,2023-11-26
779,FLOORGRILLS AND GUARD PLATES (PGMA-34810),SUP,2023-02-24,2024-01-25
780,Engineering,ENG,2023-02-24,2023-07-25
781,Manufacturing,MFG,2023-06-26,2023-12-26
782,Dispatch,DIS,2023-12-27,2024-01-25
783,STAIRS AND LADDERS (PGMA-34820),SUP,2023-02-24,2024-01-25
784,Engineering,ENG,2023-02-24,2023-07-25
785,Manufacturing,MFG,2023-06-26,2023-12-26
786,Dispatch,DIS,2023-12-27,2024-01-25
787,HANDRAILS & HANDRAIL POSTS (PGMA-34850),SUP,2023-02-24,2024-01-25
788,Engineering,ENG,2023-02-24,2023-07-25
789,Manufacturing,MFG,2023-06-26,2023-12-26
790,Dispatch,DIS,2023-12-27,2024-01-25
791,Manholes and Furnace Openings (PG-28),SUP,2023-01-25,2024-11-27
792,DOORS (PGMA-28220),SUP,2023-01-25,2024-11-27
793,Engineering,ENG,2023-01-25,2023-12-20
794,Manufacturing,MFG,2023-12-21,2024-10-28
795,Dispatch,DIS,2024-10-29,2024-11-27
796,BPS FASTENERS (PGMA-28700),SUP,2023-01-25,2024-11-27
797,Engineering,ENG,2023-01-25,2023-12-20
798,Manufacturing,MFG,2023-12-21,2024-10-28
799,Dispatch,DIS,2024-10-29,2024-11-27
800, BOI- HT- Boiler Elevator,SUP,2023-04-15,2024-04-29
801,NIT,ENQ,2023-04-15,2023-04-15
802,Ordering,ORD,2023-04-16,2023-09-12
803,Manufacturing,MFG,2023-09-13,2024-03-30
804,Dispatch,DIS,2024-03-31,2024-04-29
805, BOI- FL- Quick erect scaffold,SUP,2023-10-12,2025-11-10
806,NIT,ENQ,2023-10-12,2023-10-12
807,Ordering,ORD,2023-10-13,2024-07-18
808,Manufacturing,MFG,2024-07-19,2025-05-14
809,Dispatch,DIS,2025-05-15,2025-11-10
810,Civil,CIV,2023-02-23,2024-12-15
811, REL OF DWG FOR SG Foundation,PE - RFC,2023-02-23,2023-02-23
812,Boiler Foundation,CIV,2023-02-24,2023-09-25
813, Excavation,CIV,2023-02-24,2023-04-09
814, RCC Raft,CIV,2023-04-10,2023-07-03
815, RCC Pedestal,CIV,2023-07-04,2023-09-10
816, Backfilling,CIV,2023-09-11,2023-09-25
817,Coal Bunker Bay Foundation and structure,CIV,2023-02-23,2024-12-15
818, REL OF DWG FOR BUNKER Foundation,PE - RFC,2023-02-23,2023-02-23
819,Coal BUNKER BAY FOUNDATIONS,CIV,2023-02-24,2023-09-26
820, Excavation & PCC,CIV,2023-02-24,2023-04-19
821, RCC foundation,CIV,2023-04-20,2023-07-13
822, RCC Pedestal ( Upto Bolt Lift),CIV,2023-07-14,2023-09-06
823, Backfilling,CIV,2023-09-07,2023-09-18
824, Finishing Work,CIV,2023-09-19,2023-09-26
825,Coal Bunker Bay Floors and Roof,CIV,2024-05-20,2024-12-15
826, RCC Feeder Floor Slab,CIV,2024-05-20,2024-07-08
827, RCC Tripper Floor Slab,CIV,2024-07-04,2024-09-21
828, RCC Roof Slab,CIV,2024-09-27,2024-12-15
829,Erection,ERC,2023-09-26,2026-04-30
